Sample;Dataset;Sea;Sequencing;Date;Year;Month;Depth_type;Size_fraction;Depth;Latitude;Longitude;T;S;O2;pH;NO3;NO2;NH4;PO4;SIOH4;Chla
MalaDeep_ST121_3000m_0d2um_2;Malaspina;Subtropical ocean;Illumina;03/06/2011;2011;June;DEEP;8;3000;10.093;-99.246;1.84;34.68;NA;NA;30.26;NA;NA;2.28;159.43;NA
MalaDeep_ST121_3000m_0d8um_1;Malaspina;Subtropical ocean;Illumina;03/06/2011;2011;June;DEEP;20;3000;10.093;-99.246;1.84;34.68;NA;NA;30.26;NA;NA;2.28;159.43;NA
MalaDeep_ST121_3000m_0d8um_2;Malaspina;Subtropical ocean;Illumina;03/06/2011;2011;June;DEEP;20;3000;10.093;-99.246;1.84;34.68;NA;NA;30.26;NA;NA;2.28;159.43;NA
MalaDeep_ST131_4000m_0d2um_1;Malaspina;Subtropical ocean;Illumina;25/06/2011;2011;June;DEEP;8;4000;17.427;-59.828;2.31;34.9;NA;NA;NA;NA;NA;NA;NA;NA
MalaDeep_ST131_4000m_0d2um_2;Malaspina;Subtropical ocean;Illumina;25/06/2011;2011;June;DEEP;8;4000;17.427;-59.828;2.31;34.9;NA;NA;NA;NA;NA;NA;NA;NA
MalaDeep_ST131_4000m_0d8um_1;Malaspina;Subtropical ocean;Illumina;25/06/2011;2011;June;DEEP;20;4000;17.427;-59.828;2.31;34.9;NA;NA;NA;NA;NA;NA;NA;NA
MalaDeep_ST131_4000m_0d8um_2;Malaspina;Subtropical ocean;Illumina;25/06/2011;2011;June;DEEP;20;4000;17.427;-59.828;2.31;34.9;NA;NA;NA;NA;NA;NA;NA;NA
MalaDeep_ST134_4000m_0d2um_1;Malaspina;Subtropical ocean;Illumina;28/06/2011;2011;June;DEEP;8;4000;19.99;-52.637;2.26;34.89;NA;NA;NA;NA;NA;NA;NA;NA
MalaDeep_ST134_4000m_0d2um_2;Malaspina;Subtropical ocean;Illumina;28/06/2011;2011;June;DEEP;8;4000;19.99;-52.637;2.26;34.89;NA;NA;NA;NA;NA;NA;NA;NA
MalaDeep_ST134_4000m_0d8um_1;Malaspina;Subtropical ocean;Illumina;28/06/2011;2011;June;DEEP;20;4000;19.99;-52.637;2.26;34.89;NA;NA;NA;NA;NA;NA;NA;NA
MalaDeep_ST134_4000m_0d8um_2;Malaspina;Subtropical ocean;Illumina;28/06/2011;2011;June;DEEP;20;4000;19.99;-52.637;2.26;34.89;NA;NA;NA;NA;NA;NA;NA;NA
MalaDeep_ST144_4000m_0d2um_1;Malaspina;Subtropical ocean;Illumina;08/07/2011;2011;July;DEEP;8;4000;29.967;-23.686;2.46;34.91;NA;NA;NA;NA;NA;1.53;44.42;NA
MalaDeep_ST144_4000m_0d2um_2;Malaspina;Subtropical ocean;Illumina;08/07/2011;2011;July;DEEP;8;4000;29.967;-23.686;2.46;34.91;NA;NA;NA;NA;NA;1.53;44.42;NA
MalaDeep_ST17_3943m_0d8um_1;Malaspina;Subtropical ocean;Illumina;02/01/2011;2011;January;DEEP;20;3943;-3.03;-27.326;2.07;34.87;NA;NA;NA;NA;NA;1.51;50.41;NA
MalaDeep_ST17_3943m_0d8um_2;Malaspina;Subtropical ocean;Illumina;02/01/2011;2011;January;DEEP;20;3943;-3.03;-27.326;2.07;34.87;NA;NA;NA;NA;NA;1.51;50.41;NA
MalaDeep_ST20_3942m_0d8um_1;Malaspina;Subtropical ocean;Illumina;05/01/2011;2011;January;DEEP;20;3942;-9.128;-30.188;1.9;34.84;NA;NA;NA;NA;NA;1.65;61.77;NA
MalaDeep_ST20_3942m_0d8um_2;Malaspina;Subtropical ocean;Illumina;05/01/2011;2011;January;DEEP;20;3942;-9.128;-30.188;1.9;34.84;NA;NA;NA;NA;NA;1.65;61.77;NA
MalaDeep_ST23_3942m_0d2um_1;Malaspina;Subtropical ocean;Illumina;08/01/2011;2011;January;DEEP;8;3942;-15.831;-33.403;1.77;34.83;NA;NA;NA;NA;NA;1.61;63.35;NA
MalaDeep_ST23_3942m_0d2um_2;Malaspina;Subtropical ocean;Illumina;08/01/2011;2011;January;DEEP;8;3942;-15.831;-33.403;1.77;34.83;NA;NA;NA;NA;NA;1.61;63.35;NA
MalaDeep_ST23_3942m_0d8um_1;Malaspina;Subtropical ocean;Illumina;08/01/2011;2011;January;DEEP;20;3942;-15.831;-33.403;1.77;34.83;NA;NA;NA;NA;NA;1.61;63.35;NA
MalaDeep_ST23_3942m_0d8um_2;Malaspina;Subtropical ocean;Illumina;08/01/2011;2011;January;DEEP;20;3942;-15.831;-33.403;1.77;34.83;NA;NA;NA;NA;NA;1.61;63.35;NA
MalaDeep_ST26_3847m_0d2um_1;Malaspina;Subtropical ocean;Illumina;11/01/2011;2011;January;DEEP;8;3847;-22.955;-36.925;0.83;34.73;NA;NA;NA;NA;NA;NA;NA;NA
MalaDeep_ST26_3847m_0d2um_2;Malaspina;Subtropical ocean;Illumina;11/01/2011;2011;January;DEEP;8;3847;-22.955;-36.925;0.83;34.73;NA;NA;NA;NA;NA;NA;NA;NA
MalaDeep_ST26_3847m_0d8um_1;Malaspina;Subtropical ocean;Illumina;11/01/2011;2011;January;DEEP;20;3847;-22.955;-36.925;0.83;34.73;NA;NA;NA;NA;NA;NA;NA;NA
MalaDeep_ST26_3847m_0d8um_2;Malaspina;Subtropical ocean;Illumina;11/01/2011;2011;January;DEEP;20;3847;-22.955;-36.925;0.83;34.73;NA;NA;NA;NA;NA;NA;NA;NA
MalaDeep_ST32_3200m_0d2um_1;Malaspina;Subtropical ocean;Illumina;24/01/2011;2011;January;DEEP;8;3200;-26.947;-21.4;2.57;34.91;NA;NA;22.16;0;NA;1.43;35.13;NA
MalaDeep_ST32_3200m_0d2um_2;Malaspina;Subtropical ocean;Illumina;24/01/2011;2011;January;DEEP;8;3200;-26.947;-21.4;2.57;34.91;NA;NA;22.16;0;NA;1.43;35.13;NA
MalaDeep_ST35_3650m_0d2um_1;Malaspina;Subtropical ocean;Illumina;27/01/2011;2011;January;DEEP;8;3650;-28.649;-11.812;2.38;34.86;NA;NA;22.34;0.02;NA;1.22;49.06;NA
MalaDeep_ST35_3650m_0d2um_2;Malaspina;Subtropical ocean;Illumina;27/01/2011;2011;January;DEEP;8;3650;-28.649;-11.812;2.38;34.86;NA;NA;22.34;0.02;NA;1.22;49.06;NA
MalaDeep_ST41_4000m_0d2um_1;Malaspina;Subtropical ocean;Illumina;02/02/2011;2011;February;DEEP;8;4000;-31.832;6.857;1.82;34.81;NA;NA;32.26;NA;NA;1.65;66.22;NA
MalaDeep_ST41_4000m_0d2um_2;Malaspina;Subtropical ocean;Illumina;02/02/2011;2011;February;DEEP;8;4000;-31.832;6.857;1.82;34.81;NA;NA;32.26;NA;NA;1.65;66.22;NA
MalaDeep_ST41_4000m_0d8um_1;Malaspina;Subtropical ocean;Illumina;02/02/2011;2011;February;DEEP;20;4000;-31.832;6.857;1.82;34.81;NA;NA;32.26;NA;NA;1.65;66.22;NA
MalaDeep_ST41_4000m_0d8um_2;Malaspina;Subtropical ocean;Illumina;02/02/2011;2011;February;DEEP;20;4000;-31.832;6.857;1.82;34.81;NA;NA;32.26;NA;NA;1.65;66.22;NA
MalaDeep_ST43_4000m_0d8um_1;Malaspina;Subtropical ocean;Illumina;04/02/2011;2011;February;DEEP;20;4000;-32.813;12.769;1.22;34.75;NA;NA;NA;NA;NA;NA;NA;NA
MalaDeep_ST43_4000m_0d8um_2;Malaspina;Subtropical ocean;Illumina;04/02/2011;2011;February;DEEP;20;4000;-32.813;12.769;1.22;34.75;NA;NA;NA;NA;NA;NA;NA;NA
MalaDeep_ST50_4000m_0d8um_1;Malaspina;Subtropical ocean;Illumina;18/02/2011;2011;February;DEEP;20;4000;-33.563;39.885;1.16;34.74;NA;NA;NA;NA;NA;NA;NA;NA
MalaDeep_ST50_4000m_0d8um_2;Malaspina;Subtropical ocean;Illumina;18/02/2011;2011;February;DEEP;20;4000;-33.563;39.885;1.16;34.74;NA;NA;NA;NA;NA;NA;NA;NA
MalaDeep_ST53_3500m_0d8um_1;Malaspina;Subtropical ocean;Illumina;25/02/2011;2011;February;DEEP;20;3500;-27.978;63.248;1.59;34.72;NA;NA;44.03;NA;NA;2;127.46;NA
MalaDeep_ST53_3500m_0d8um_2;Malaspina;Subtropical ocean;Illumina;25/02/2011;2011;February;DEEP;20;3500;-27.978;63.248;1.59;34.72;NA;NA;44.03;NA;NA;2;127.46;NA
MalaDeep_ST62_2400m_0d8um_1;Malaspina;Subtropical ocean;Illumina;06/03/2011;2011;March;DEEP;20;2400;-29.627;92.984;1.99;34.73;NA;NA;29.53;NA;NA;2.17;101.97;NA
MalaDeep_ST62_2400m_0d8um_2;Malaspina;Subtropical ocean;Illumina;06/03/2011;2011;March;DEEP;20;2400;-29.627;92.984;1.99;34.73;NA;NA;29.53;NA;NA;2.17;101.97;NA
MalaDeep_ST65_4000m_0d8um_1;Malaspina;Subtropical ocean;Illumina;09/03/2011;2011;March;DCM;20;4000;-30.328;103.317;1.11;34.72;NA;NA;26.97;NA;NA;2.27;125.86;NA
MalaDeep_ST65_4000m_0d8um_2;Malaspina;Subtropical ocean;Illumina;09/03/2011;2011;March;DCM;20;4000;-30.328;103.317;1.11;34.72;NA;NA;26.97;NA;NA;2.27;125.86;NA
MalaDeep_ST67_4000m_0d2um2_1;Malaspina;Subtropical ocean;Illumina;11/03/2011;2011;March;DEEP;8;4000;-31.134;110.207;1.3;34.72;NA;NA;23.68;NA;NA;1.96;126.96;NA
MalaDeep_ST67_4000m_0d2um2_2;Malaspina;Subtropical ocean;Illumina;11/03/2011;2011;March;DEEP;8;4000;-31.134;110.207;1.3;34.72;NA;NA;23.68;NA;NA;1.96;126.96;NA
MalaDeep_ST74_4000m_0d2um2_1;Malaspina;Subtropical ocean;Illumina;23/03/2011;2011;March;DEEP;8;4000;-39.243;135.139;1.26;34.72;NA;NA;27.37;NA;NA;2.21;119.16;NA
MalaDeep_ST74_4000m_0d2um2_2;Malaspina;Subtropical ocean;Illumina;23/03/2011;2011;March;DEEP;8;4000;-39.243;135.139;1.26;34.72;NA;NA;27.37;NA;NA;2.21;119.16;NA
MalaDeep_ST77_4000m_0d2um2_1;Malaspina;Subtropical ocean;Illumina;27/03/2011;2011;March;DEEP;8;4000;-38.621;150.417;1.15;34.72;NA;NA;29.73;NA;NA;1.79;NA;NA
MalaDeep_ST77_4000m_0d2um2_2;Malaspina;Subtropical ocean;Illumina;27/03/2011;2011;March;DEEP;8;4000;-38.621;150.417;1.15;34.72;NA;NA;29.73;NA;NA;1.79;NA;NA
MalaDeep_ST77_4000m_0d8um_1;Malaspina;Subtropical ocean;Illumina;27/03/2011;2011;March;DEEP;20;4000;-38.621;150.417;1.15;34.72;NA;NA;29.73;NA;NA;1.79;NA;NA
MalaDeep_ST77_4000m_0d8um_2;Malaspina;Subtropical ocean;Illumina;27/03/2011;2011;March;DEEP;20;4000;-38.621;150.417;1.15;34.72;NA;NA;29.73;NA;NA;1.79;NA;NA
MalaDeep_ST81_3500m_0d8um_1;Malaspina;Subtropical ocean;Illumina;18/04/2011;2011;April;DEEP;20;3500;-28.406;179.141;1.85;34.68;NA;NA;NA;NA;NA;2.55;129.06;NA
MalaDeep_ST81_3500m_0d8um_2;Malaspina;Subtropical ocean;Illumina;18/04/2011;2011;April;DEEP;20;3500;-28.406;179.141;1.85;34.68;NA;NA;NA;NA;NA;2.55;129.06;NA
MalaDeep_ST82_2150m_0d2um_1;Malaspina;Subtropical ocean;Illumina;19/04/2011;2011;April;DEEP;8;2150;-25.49;-179.524;2.16;34.65;NA;NA;15.23;NA;NA;2.03;NA;NA
MalaDeep_ST82_2150m_0d2um_2;Malaspina;Subtropical ocean;Illumina;19/04/2011;2011;April;DEEP;8;2150;-25.49;-179.524;2.16;34.65;NA;NA;15.23;NA;NA;2.03;NA;NA
MalaDeep_ST91_4000m_0d8um_1;Malaspina;Subtropical ocean;Illumina;28/04/2011;2011;April;DEEP;20;4000;-5.75;-170.741;1.43;34.7;NA;NA;25.15;NA;NA;1.87;NA;NA
MalaDeep_ST91_4000m_0d8um_2;Malaspina;Subtropical ocean;Illumina;28/04/2011;2011;April;DEEP;20;4000;-5.75;-170.741;1.43;34.7;NA;NA;25.15;NA;NA;1.87;NA;NA
MalaDeep_ST97_4000m_0d2um_1;Malaspina;Subtropical ocean;Illumina;04/05/2011;2011;May;DEEP;8;4000;9.201;-163.495;1.45;34.69;NA;NA;NA;NA;NA;2.57;148.14;NA
MalaDeep_ST97_4000m_0d2um_2;Malaspina;Subtropical ocean;Illumina;04/05/2011;2011;May;DEEP;8;4000;9.201;-163.495;1.45;34.69;NA;NA;NA;NA;NA;2.57;148.14;NA
MalaDeep_ST97_4000m_0d8um_1;Malaspina;Subtropical ocean;Illumina;04/05/2011;2011;May;DEEP;20;4000;9.201;-163.495;1.45;34.69;NA;NA;NA;NA;NA;2.57;148.14;NA
MalaDeep_ST97_4000m_0d8um_2;Malaspina;Subtropical ocean;Illumina;04/05/2011;2011;May;DEEP;20;4000;9.201;-163.495;1.45;34.69;NA;NA;NA;NA;NA;2.57;148.14;NA
MalaSurf_MD1013;Malaspina;Subtropical ocean;Illumina;29/01/2011;2011;January;SRF;2;3;-29.354;69.4;25.3;35.58;NA;NA;0.375;0;NA;0.006;2.319;0.056
MalaSurf_MD1035;Malaspina;Subtropical ocean;Illumina;30/01/2011;2011;January;SRF;2;3;-29.561;72.444;24.47;35.79;NA;NA;0.427;0;NA;0;1.503;NA
MalaSurf_MD1042;Malaspina;Subtropical ocean;Illumina;31/01/2011;2011;January;SRF;2;3;-29.904;76.093;24.56;35.69;NA;NA;0.394;0.008;NA;0;1.658;0.052
MalaSurf_MD1080;Malaspina;Subtropical ocean;Illumina;01/02/2011;2011;February;SRF;2;3;-29.828;79.611;23.13;36.03;NA;NA;0.592;0;NA;0.025;1.251;0.038
MalaSurf_MD1100;Malaspina;Subtropical ocean;Illumina;02/02/2011;2011;February;SRF;2;3;-29.811;82.623;22.43;36.14;NA;NA;0.36;0.007;NA;0.005;1.076;0.039
MalaSurf_MD111;Malaspina;Subtropical ocean;Illumina;22/12/2010;2010;December;SRF;2;3;16.164;-26.026;26.52;36.41;NA;NA;0.204;NA;NA;0.131;0.829;0.201
MalaSurf_MD1125;Malaspina;Subtropical ocean;Illumina;03/02/2011;2011;February;SRF;2;3;-29.749;86.257;22.48;35.96;NA;NA;0.123;0;NA;0.018;2.247;0.035
MalaSurf_MD1143;Malaspina;Subtropical ocean;Illumina;04/02/2011;2011;February;SRF;2;3;-29.627;92.984;23.08;35.44;NA;NA;0.058;0.015;NA;0.18;2.15;0.049
MalaSurf_MD1176;Malaspina;Subtropical ocean;Illumina;05/02/2011;2011;February;SRF;2;3;-29.574;96.407;21.74;35.79;NA;NA;0.264;0;NA;0.006;1.858;0.068
MalaSurf_MD1186;Malaspina;Subtropical ocean;Illumina;06/02/2011;2011;February;SRF;2;3;-30.333;103.308;21.74;35.57;NA;NA;0.123;0.002;NA;0;1.8;0.064
MalaSurf_MD1209;Malaspina;Subtropical ocean;Illumina;07/02/2011;2011;February;SRF;2;3;-30.328;103.317;21.78;35.76;NA;NA;0.062;0.005;NA;0.045;1.299;0.1
MalaSurf_MD1222;Malaspina;Subtropical ocean;Illumina;08/02/2011;2011;February;SRF;2;3;-30.811;107.237;23.05;35.53;NA;NA;0.003;0.01;NA;0.039;0.998;0.162
MalaSurf_MD1246;Malaspina;Subtropical ocean;Illumina;09/02/2011;2011;February;SRF;2;3;-31.134;110.207;22.99;35.49;NA;NA;0.82;0.006;NA;0.025;1.998;0.102
MalaSurf_MD1254;Malaspina;Subtropical ocean;Illumina;10/02/2011;2011;February;SRF;2;3;-31.554;113.467;24.8;35.34;NA;NA;0.785;0.001;NA;0.048;1.71;0.119
MalaSurf_MD1260;Malaspina;Subtropical ocean;Illumina;11/02/2011;2011;February;SRF;2;3;-31.554;113.467;24.8;35.34;NA;NA;0.785;0.001;NA;0.048;1.71;0.119
MalaSurf_MD1293;Malaspina;Subtropical ocean;Illumina;12/02/2011;2011;February;SRF;2;3;-35.983;117.407;21.36;35.54;NA;NA;0.792;0.007;NA;0.015;1.283;0.128
MalaSurf_MD1302;Malaspina;Subtropical ocean;Illumina;13/02/2011;2011;February;SRF;2;3;-36.639;120.856;19.55;35.61;NA;NA;0.096;0.02;NA;0.042;0.71;0.105
MalaSurf_MD1318;Malaspina;Subtropical ocean;Illumina;14/02/2011;2011;February;SRF;2;3;-37.239;124.898;18.18;35.44;NA;NA;0.361;0;NA;0;0.501;0.15
MalaSurf_MD1324;Malaspina;Subtropical ocean;Illumina;15/02/2011;2011;February;SRF;2;3;-37.239;124.898;18.18;35.44;NA;NA;0.361;0;NA;0;0.501;0.15
MalaSurf_MD1331;Malaspina;Subtropical ocean;Illumina;16/02/2011;2011;February;SRF;2;3;-37.889;127.75;17.5;35.21;NA;NA;0.218;0.007;NA;0.079;0.098;0.172
MalaSurf_MD1354;Malaspina;Subtropical ocean;Illumina;17/02/2011;2011;February;SRF;2;3;-38.578;131.507;17.63;35.41;NA;NA;0.186;0.009;NA;0.173;0.057;0.177
MalaSurf_MD1368;Malaspina;Subtropical ocean;Illumina;18/02/2011;2011;February;SRF;2;3;-39.243;135.139;16.49;35.27;NA;NA;0.131;0;NA;0.227;0.518;0.24
MalaSurf_MD1398;Malaspina;Subtropical ocean;Illumina;19/02/2011;2011;February;SRF;2;3;-39.867;138.735;15.94;35.17;NA;NA;0.031;0;NA;0.107;0;0.355
MalaSurf_MD141;Malaspina;Subtropical ocean;Illumina;23/12/2010;2010;December;SRF;2;3;14.52;-26;26.25;36.34;NA;NA;NA;NA;NA;NA;NA;0.259
MalaSurf_MD1421;Malaspina;Subtropical ocean;Illumina;20/02/2011;2011;February;SRF;2;3;-40.55;142.497;15.75;34.99;NA;NA;0;0;NA;0.116;0;0.517
MalaSurf_MD1425;Malaspina;Subtropical ocean;Illumina;21/02/2011;2011;February;SRF;2;3;-38.621;150.417;21.14;35.47;NA;NA;0.052;0.012;NA;0.273;0.115;0.355
MalaSurf_MD1459;Malaspina;Subtropical ocean;Illumina;22/02/2011;2011;February;SRF;2;3;-36.642;151.006;21.64;35.58;NA;NA;0.403;0.005;NA;0.141;0.378;0.322
MalaSurf_MD1475;Malaspina;Subtropical ocean;Illumina;23/02/2011;2011;February;SRF;2;5;-34.056;176.016;21.04;35.51;NA;NA;0.034;NA;NA;0.273;0.182;0.118
MalaSurf_MD1479;Malaspina;Subtropical ocean;Illumina;24/02/2011;2011;February;SRF;2;5;-28.406;179.141;24.23;35.62;NA;NA;NA;NA;NA;NA;NA;NA
MalaSurf_MD1490;Malaspina;Subtropical ocean;Illumina;25/02/2011;2011;February;SRF;2;3;-25.49;-179.524;23.99;35.59;NA;NA;0.139;0.012;NA;0.086;0.668;0.13
MalaSurf_MD1517;Malaspina;Subtropical ocean;Illumina;26/02/2011;2011;February;SRF;2;3;-23.377;-178.211;26.67;35.28;NA;NA;0.285;0;NA;0.255;0.109;0.162
MalaSurf_MD1537;Malaspina;Subtropical ocean;Illumina;27/02/2011;2011;February;SRF;2;3;-18.561;-175.823;28.54;34.57;NA;NA;0.071;0;NA;0.031;0.154;0.183
MalaSurf_MD1559;Malaspina;Subtropical ocean;Illumina;28/02/2011;2011;February;SRF;2;3;-15.903;-174.487;29.12;34.43;NA;NA;0.16;0;NA;0.037;0.183;0.101
MalaSurf_MD1589;Malaspina;Subtropical ocean;Illumina;01/03/2011;2011;March;SRF;2;3;-13.531;-173.372;29.31;34.95;NA;NA;0.027;0;NA;0.089;0.171;0.086
MalaSurf_MD1607;Malaspina;Subtropical ocean;Illumina;02/03/2011;2011;March;SRF;2;3;-11.242;-172.63;29.25;35.2;NA;NA;NA;NA;NA;NA;NA;0.063
MalaSurf_MD1629;Malaspina;Subtropical ocean;Illumina;03/03/2011;2011;March;SRF;2;3;-9.474;-172.298;29.14;35.24;NA;NA;0.07;0;NA;0.052;0.853;0.067
MalaSurf_MD1672;Malaspina;Subtropical ocean;Illumina;04/03/2011;2011;March;SRF;2;3;-3.41;-169.463;28.13;35.39;NA;NA;2.316;0.102;NA;0.299;1.318;0.193
MalaSurf_MD1700;Malaspina;Subtropical ocean;Illumina;05/03/2011;2011;March;SRF;2;3;-1.303;-168.354;27.49;35.39;NA;NA;2.952;0.313;NA;0.299;1.615;0.219
MalaSurf_MD1724;Malaspina;Subtropical ocean;Illumina;06/03/2011;2011;March;SRF;2;3;1.599;-166.85;27.22;35.1;NA;NA;2.74;NA;NA;0.303;1.564;0.313
MalaSurf_MD1744;Malaspina;Subtropical ocean;Illumina;07/03/2011;2011;March;SRF;2;3;3.748;-165.773;27.58;35;NA;NA;1.785;0.15;NA;0.273;1.529;0.353
MalaSurf_MD1772;Malaspina;Subtropical ocean;Illumina;08/03/2011;2011;March;SRF;2;3;6.992;-164.372;27.35;34.83;NA;NA;0.364;0.002;NA;0.027;0.833;0.281
MalaSurf_MD1798;Malaspina;Subtropical ocean;Illumina;09/03/2011;2011;March;SRF;2;3;9.201;-163.495;26.89;34.85;NA;NA;0.057;0;NA;0.025;0.677;0.293
MalaSurf_MD1811;Malaspina;Subtropical ocean;Illumina;10/03/2011;2011;March;SRF;2;3;11.593;-162.41;26.35;34.57;NA;NA;0.031;0.002;NA;0.019;0.473;0.082
MalaSurf_MD1857;Malaspina;Subtropical ocean;Illumina;11/03/2011;2011;March;SRF;2;3;21.89;-155.664;24.65;34.76;NA;NA;0.064;0;NA;0.019;1.647;0.16
MalaSurf_MD1885;Malaspina;Subtropical ocean;Illumina;12/03/2011;2011;March;SRF;2;3;21.57;-153.418;24.55;34.94;NA;NA;0.078;0.033;NA;0.154;2.181;0.186
MalaSurf_MD1887;Malaspina;Subtropical ocean;Illumina;13/03/2011;2011;March;SRF;2;3;21.064;-150.319;24.02;34.57;NA;NA;0.027;0;NA;0.081;0.734;0.093
MalaSurf_MD1928;Malaspina;Subtropical ocean;Illumina;14/03/2011;2011;March;SRF;2;3;20.784;-148.269;23.86;34.61;NA;NA;0.035;0;NA;0.003;0.408;NA
MalaSurf_MD1956;Malaspina;Subtropical ocean;Illumina;15/03/2011;2011;March;SRF;2;3;19.892;-141.59;23.39;34.64;NA;NA;0.023;0.004;NA;0.171;1.047;0.123
MalaSurf_MD196;Malaspina;Subtropical ocean;Illumina;24/12/2010;2010;December;SRF;2;3;9.564;-25.993;27.38;35.47;NA;NA;0.521;NA;NA;0.018;1.345;0.211
MalaSurf_MD1964;Malaspina;Subtropical ocean;Illumina;16/03/2011;2011;March;SRF;2;3;19.279;-138.965;22.35;34.81;NA;NA;0.243;0;NA;0.129;0.679;0.096
MalaSurf_MD2004;Malaspina;Subtropical ocean;Illumina;17/03/2011;2011;March;SRF;2;3;18.653;-136.178;22.73;34.71;NA;NA;0.11;0;NA;0.147;0.768;0.148
MalaSurf_MD2008;Malaspina;Subtropical ocean;Illumina;18/03/2011;2011;March;SRF;2;3;18.028;-133.26;22.02;34.86;NA;NA;0.034;0.003;NA;0.209;0.901;0.14
MalaSurf_MD202;Malaspina;Subtropical ocean;Illumina;25/12/2010;2010;December;SRF;2;3;7.324;-25.996;27.8;35.42;NA;NA;0.336;NA;NA;0.017;1.513;0.245
MalaSurf_MD2047;Malaspina;Subtropical ocean;Illumina;19/03/2011;2011;March;SRF;2;3;17.37;-130.611;21.65;34.86;NA;NA;0.068;0;NA;0.111;0.588;0.175
MalaSurf_MD2051;Malaspina;Subtropical ocean;Illumina;20/03/2011;2011;March;SRF;2;3;15.909;-124.47;23.44;34.68;NA;NA;0.154;0.006;NA;0.125;0.777;0.435
MalaSurf_MD2094;Malaspina;Subtropical ocean;Illumina;21/03/2011;2011;March;SRF;2;3;14.529;-118.774;24.91;34.4;NA;NA;0.064;0;NA;0.059;0.044;0.206
MalaSurf_MD2111;Malaspina;Subtropical ocean;Illumina;22/03/2011;2011;March;SRF;2;3;13.804;-115.756;26.28;34.2;NA;NA;0.068;0;NA;0.052;0.277;0.183
MalaSurf_MD214;Malaspina;Subtropical ocean;Illumina;26/12/2010;2010;December;SRF;2;3;4.989;-26.005;28.05;35.55;NA;NA;0.165;NA;NA;0.029;1.454;0.439
MalaSurf_MD2151;Malaspina;Subtropical ocean;Illumina;23/03/2011;2011;March;SRF;2;3;13.205;-113.256;28.09;34.05;NA;NA;-0.005;0;NA;0.059;0.276;0.346
MalaSurf_MD2155;Malaspina;Subtropical ocean;Illumina;24/03/2011;2011;March;SRF;2;3;12.001;-108.076;28.21;34.15;NA;NA;-0.001;0.005;NA;0.163;0.521;0.319
MalaSurf_MD2215;Malaspina;Subtropical ocean;Illumina;25/03/2011;2011;March;SRF;2;3;11.354;-105.011;28.31;33.63;NA;NA;0.059;0.017;NA;0.229;0.724;0.453
MalaSurf_MD2243;Malaspina;Subtropical ocean;Illumina;26/03/2011;2011;March;SRF;2;3;10.759;-102.442;29.28;33.46;NA;NA;0.13;0;NA;0.168;0.454;0.185
MalaSurf_MD2247;Malaspina;Subtropical ocean;Illumina;27/03/2011;2011;March;SRF;2;3;10.093;-99.246;29.05;33.87;NA;NA;0.213;0;NA;0.157;0.833;0.367
MalaSurf_MD2304;Malaspina;Subtropical ocean;Illumina;28/03/2011;2011;March;SRF;2;3;9.446;-96.341;28.54;33.94;NA;NA;0.137;0;NA;0.143;1.048;0.525
MalaSurf_MD2332;Malaspina;Subtropical ocean;Illumina;29/03/2011;2011;March;SRF;2;3;8.142;-90.365;28.19;34.28;NA;NA;0.367;0.092;NA;0.222;0;0.21
MalaSurf_MD2340;Malaspina;Subtropical ocean;Illumina;30/03/2011;2011;March;SRF;2;3;7.224;-87.96;27.77;34.21;NA;NA;3.434;0.105;NA;0.197;2.267;0.358
MalaSurf_MD2380;Malaspina;Subtropical ocean;Illumina;31/03/2011;2011;March;SRF;2;3;5.912;-84.795;27.61;33.15;NA;NA;0.201;0.012;NA;0.094;1.034;0.312
MalaSurf_MD2408;Malaspina;Subtropical ocean;Illumina;01/04/2011;2011;April;SRF;2;3;12.363;-74.039;28.38;35.71;NA;NA;NA;NA;NA;NA;NA;0.13
MalaSurf_MD2436;Malaspina;Subtropical ocean;Illumina;02/04/2011;2011;April;SRF;2;3;14.158;-71.673;28.71;35.57;NA;NA;NA;NA;NA;NA;NA;0.145
MalaSurf_MD2448;Malaspina;Subtropical ocean;Illumina;03/04/2011;2011;April;SRF;2;3;15.069;-69.295;28.74;35.58;NA;NA;NA;NA;NA;NA;NA;0.091
MalaSurf_MD2474;Malaspina;Subtropical ocean;Illumina;04/04/2011;2011;April;SRF;2;3;15.525;-67.014;29.09;35.54;NA;NA;0.553;NA;NA;0.037;1.411;0.193
MalaSurf_MD2516;Malaspina;Subtropical ocean;Illumina;05/04/2011;2011;April;SRF;2;3;17.427;-59.828;28.85;35.53;NA;NA;NA;NA;NA;NA;NA;0.267
MalaSurf_MD254;Malaspina;Subtropical ocean;Illumina;27/12/2010;2010;December;SRF;2;3;2.457;-26.009;27.59;35.69;NA;NA;NA;NA;NA;0.083;1.502;NA
MalaSurf_MD2562;Malaspina;Subtropical ocean;Illumina;06/04/2011;2011;April;SRF;2;3;18.064;-57.803;28.49;35.59;NA;NA;0.369;NA;NA;0.006;1.213;0.307
MalaSurf_MD2594;Malaspina;Subtropical ocean;Illumina;07/04/2011;2011;April;SRF;2;3;18.996;-55.15;27.94;36.64;NA;NA;0.434;NA;NA;0.086;1.056;0.054
MalaSurf_MD2624;Malaspina;Subtropical ocean;Illumina;08/04/2011;2011;April;SRF;2;3;19.99;-52.637;27.57;36.78;NA;NA;NA;NA;NA;NA;NA;0.073
